Número,Texto,Bloco,Resposta Correta,Arquivo Prova
64,"Mãe de um lactante de quatro meses está preocupada, pois seu filho não sustenta a cabeça. História perinatal: parto vaginal, banhado em mecônio espesso, necessitando de reanimação na sala de parto, Apgar 1/4/7, peso: 2.800g, comprimento: 49cm. Exame físico: eleva momentaneamente a cabeça em posição de prono e sorri, faz semiflexão dos cotovelos e pronação do antebraço e flexão de punhos e dedos, reflexo tônico cervical assimétrico, reflexo de Moro exarcebado. Nessa situação, deve- se informar à mãe que seu filho apresenta:  (A) Distúrbio neuropsicomotor pela asfixia perinatal e necessita de acompanhamento multiprofissional. (B) Limites normais do desenvolvimento neuropsicomotor e necessita de estimulação em casa. (C) Distúrbio neuropsicomotor pela asfixia perinatal e que terá um atraso físico e mental. (D) Distúrbio neuropsicomotor temporário pela asfixia perinatal e que irá se desenvolver normalmente.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
65,"Criança de quatro anos chega ao ambulatório de Pediatria, acompanhada pela mãe, com história de febre intermitente há duas semanas, manchas arroxeadas pelo corpo e em membros superiores e inferiores, além de inapetência e perda de peso. Exame físico: Inspeção: Regular Estado Geral, descorada 3+/4+, eupneica, com presença de petéquias principalmente em MMII. Palpação: Linfonodomegalia cervical, supraclavicular e inguinal. Na palpação abdominal, presença de hepatoesplenomegalia. Exames Laboratoriais: Hemograma: Hb: 5,2 g/dL / Ht: 18% / Leucócitos: 57.200/mm3. Neutrófilos: 572 mm3 (1%) / Bastonetes: 0 mm3 (0%). Segmentados: 572 mm3 (1%) Linfócitos típicos: 16.016 mm3 (28%). Linfócitos atípicos: 0 mm3 (0%) Blastos: 39.468 mm3 (69%). Plaquetas: 49.000 mm3. O quadro clínico desta criança é compatível com:  (A) Leucemia Mieloide Aguda (LMA) (B) Leucemia Linfoide Aguda (LLA) (C) Artrite Reumatoide Juvenil (ARJ) (D) Parvovirose",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
66,"Laura, 18 meses de idade, chega ao Pronto-Socorro com quadro de febre há quatro dias, associada a vômitos e alternando irritabilidade e letargia há 1 dia. Tem antecedente pessoal de infecção urinária de repetição. Ao exame físico apresenta-se em mau estado geral, cianose de extremidades, anictérica, febril, dispneia leve (tiragem subcostal e intercostal leves), taquicárdica, pálida e letárgica. Aparelho respiratório e abdome com exames físicos normais. Aparelho cardíaco com BRNF em 2 tempos sem sopros. Pulsos periféricos filiformes e perfusão periférica de 7 segundos. Possui este traçado em monitorização cardíaca:         Os diagnósticos mais prováveis são:  (A) Taquicardia supraventricular consequente a choque séptico. (B) Taquicardia sinusal consequente a episódio de febre. (C) Taquicardia ventricular com pulso consequente a choque obstrutivo. (D) Taquicardia sinusal consequente a intoxicação.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
67,"Paciente de dois anos de vida é levada à Unidade Básica de Saúde com história de diarreia desde os 9 meses, com padrão de evacuações amolecidas e às vezes líquidas. A mãe refere quadro de dor abdominal e distensão. No histórico alimentar recebeu aleitamento materno exclusivo até os 6 meses, quando iniciou com alimentação complementar. Atualmente mantém aleitamento materno associado a duas refeições, e nos intervalos oferece pães, bolachas e frutas. Há dois meses notou diminuição da aceitação dos alimentos e está perdendo peso, segundo informação da mãe. Exame físico: bom estado geral, hidratada, pálida e emagrecida, distensão abdominal importante e achatamento da região glútea. Determine o diagnóstico sindrômico e a provável etiologia:  (A) Diarreia Crônica, com provável diagnóstico de Doença Inflamatória Intestinal. (B) Diarreia Persistente, com intolerância a lactose e indicação de retirada do aleitamento materno devido à alta concentração de lactose. (C) Diarreia Crônica sem má absorção intestinal, com provável diagnóstico etiológico de Síndrome do Intestino Irritável. (D) Diarreia Crônica, com indicação de investigar má absorção intestinal como Doença Celíaca e parasitoses.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
68,"O pediatra recebe em seu consultório um paciente do sexo masculino de 14 meses para consulta de rotina. Os pais referem estar preocupados, pois a criança fala muito pouco. Pais referem que a criança nasceu a termo, sem intercorrências pré e perinatais, alimenta-se bem e a vacinação encontra-se atualizada. Sentou-se aos seis meses, engatinhou aos 10 meses e andou com 13 meses. Nega cirurgias ou internações prévias. Passa o dia em casa com a babá, gosta de brincar no tablet. Ao exame, o pediatra observa que fala algumas sílabas, porém sem significado. Aponta para o que quer e imita gestos. Nesta situação, o pediatra deveria:  (A) Realizar avaliação de triagem para transtorno do espectro autista e acompanhar clinicamente. (B) Solicitar avaliação auditiva e encaminhar para a fonoaudiologia. (C) Orientar os pais quanto à estimulação da criança e fazer acompanhamento clínico frequente. (D) Solicitar tomografia de crânio e avaliação da neuropediatria.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
69,"Escolar, 6 anos, masculino, comparece à UBS com história de crises de chiado recorrentes desde os 2 anos de idade. No último mês nega crises ou necessidade de uso de medicação de alívio, mas toda vez que corre ou ri muito, apresenta tosse. Refere dois episódios de despertar noturno por tosse nesse período. Como antecedentes pessoais, nunca foi internado, mas já permaneceu em observação por algumas horas para realização de nebulizações com Fenoterol, sempre com boa resposta. Apresenta também queixas nasais de obstrução e coriza diariamente há três anos, o que traz prejuízo às suas atividades escolares. Tem prick test positivo para epitélio animal. De antecedentes familiares, a mãe refere ter asma. Assinale a alternativa que melhor representa os diagnósticos desse paciente e o tratamento de manutenção de primeira escolha para esses diagnósticos:  (A) Asma parcialmente controlada; rinite alérgica persistente moderada/grave. Corticosteroide inalado em dose baixa a moderada, associado a corticosteroide nasal. (B) Asma não controlada; rinite alérgica persistente leve. Antagonista do receptor de leucotrieno e higiene nasal com soro fisiológico. (C) Asma persistente moderada; rinite crônica. Corticosteroide inalado em dose baixa a moderada associado a corticosteroide nasal. (D) Bronquite crônica, rinite alérgica persistente moderada/grave. Profilaxia ambiental e beta 2 agonista de curta duração, se crise de tosse.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
70,"A.C.S., 18 meses de idade, sexo masculino, é levado à Unidade Básica de Saúde para consulta de rotina. Mãe informa que durante atendimento em Pronto-Socorro há duas semanas por quadro de tosse e coriza foi informada que seu filho apresentava sopro cardíaco. Não havia qualquer queixa em antecedentes pessoais, exceto o fato de apresentar quadros de tosse, coriza e febre de repetição desde que entrou na creche. Nega internações. Desenvolvimento pondero estatural e desenvolvimento neuropsicomotor normal. Ao exame físico encontra-se em bom estado geral, hidratado, ativo, eupneico, acianótico, afebril, boa perfusão periférica, pulsos simétricos. Aparelho Cardiovascular: BRNF, com sopro sistólico suave 2+ em 6+, musical, melhor audível em bordo esternal esquerdo baixo e que diminui de intensidade ao exame, se paciente muda da posição deitado para sentado. FC: 100 bpm, SatO2 de 95%. Restante do exame físico normal. Frente aos dados de história e exame físico, qual a principal hipótese diagnóstica e conduta inicial?  (A) Principal hipótese diagnóstica é CIV, por tratar-se de cardiopatia congênita acianótica de hiperfluxo pulmonar mais frequente em Pediatria, com clássico sopro sistólico suave, justificando os quadros respiratórios do lactente. Conduta inicial é solicitar ecocardiograma e eletrocardiograma, esperando evidenciar sobrecarga de ventrículo esquerdo. (B) Principal hipótese diagnóstica é comunicação interatrial (CIA), por tratar-se de cardiopatia congênita cianótica com evolução silenciosa e baixo fluxo sistêmico. A conduta inicial é tranquilizar a mãe e solicitar eletrocardiograma e ecocardiograma. (C) Principal hipótese diagnóstica é sopro inocente, clássico sopro de Still. A conduta inicial é tranquilizar a mãe, orientando o caráter benigno do provável sopro inocente, solicitar ecocardiograma e acompanhamento pediátrico na Unidade Básica de Saúde. (D) Principal hipótese diagnóstica é persistência do canal arterial (PCA), cardiopatia congênita acianótica de hipofluxo pulmonar, com sopro sistólico em maquinaria, justificando os quadros respiratórios do lactente. Conduta inicial é solicitar eletrocardiograma, ecocardiograma e avaliação com cardiologista infantil.",,C,prova_consorcio_sp1_teste_do_progresso_2020.pdf
71,"Criança de quatro meses é levada ao Pronto-Socorro Infantil porque não para de chorar. Mãe relata que faz 7 dias que a lactente apresenta choro inconsolável e apresentou crise convulsiva. Nega febre, diarreia, coriza, desconforto respiratório. Faz aleitamento artificial, porque a mãe precisou voltar a trabalhar. O pediatra pergunta se fica na creche, mas a mãe responde que a lactente fica aos cuidados do namorado, que atualmente não trabalha. Ao exame clínico: regular estado geral, afebril, corada, hipoativa e chorosa à manipulação. Durante o exame apresentou uma crise convulsiva tônico-clônica, que cedeu com uso de Diazepam. Crânio: sem abaulamentos ou depressão. Aparelho cardiovascular e aparelho respiratório sem alterações. Abdome: doloroso à palpação, sem visceromegalias. Extremidades: pulso amplo, com perfusão adequada. O pediatra solicita o RX de corpo total: fratura de clavícula direita e alguns calos ósseos. O pediatra suspeita então de maus tratos. Qual é o exame de eleição para fechar o diagnóstico?  (A) Líquido cefalorraquidiano (B) Fundo de olho (C) Hemograma completo (D) Tomografia de crânio",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
72,"Adolescente, 13 anos, com queixa de dor abdominal e vômitos ha 1 dia. Nega febre. Deu entrada no Pronto-Socorro Infantil em regular estado geral, afebril, hipoativo, desidratado ++/4+, com FR 40 rpm, FC 130 bpm, PA 100 x 60 mmHg. Coletado exames: HMG: Hb: 12,8; HT: 38; Leucócitos 9600 (1 bastonete / 40 segmentados / 50 linfócitos); Plaquetas 255.000; Glicemia 289; Na 136; K 5,0; Ureia 20; Creatinina 0,5; PCR 1,0. Urina 1: 5.000 leucócitos, 3.000 hemácias, proteínas +, corpos cetônicos ++ Gasometria venosa: pH: 7,15 / bicarbonato: 8 Diante deste caso, qual sua conduta inicial?  (A) Expansão com soro fisiológico 0,9% 20 mL/kg e insulina regular intramuscular 0,25 UI/kg. (B) Expansão com soro fisiológico 0,9% 20 mL/kg e reposição de bicarbonato. (C) Antiemético e analgésico intramuscular e posterior terapia de reidratação oral. (D) Expansão com soro fisiológico 0,9% 20 mL/kg.",,D,prova_consorcio_sp1_teste_do_progresso_2020.pdf
73,"Paciente de três anos iniciou há duas semanas com febre baixa por dois dias, mal-estar, cefaleia e por cinco dias com lesões eritematosas maculo papulares que se confluíram em face e espalharam para braços, pernas e pouco em tronco (conforme foto). Todos os sintomas desapareceram e há um dia, após ter frequentado parque aquático por um dia, reapareceram as lesões na pele. A mãe, preocupada com a volta da doença, procurou o atendimento e o pediatra pôde presumir que o agente infeccioso dessa patologia é:                 (A) Morbillivirus paramyxoviridae (B) Parvovírus B19 (C) Herpes vírus 6 ou 7 (D) Varicela-zoster",,B,prova_consorcio_sp1_teste_do_progresso_2020.pdf
74,"Pedro, de 6 meses, iniciou com febre e irritabilidade há 1 dia, sem outros sintomas. Procurou a emergência pediátrica e ao exame encontra-se afebril, em bom estado, hidratado, ativo e chorando frequentemente. Restante do exame normal. Foi solicitado sumário de urina, que mostrou leucocitúria, nitrito positivo e leucoesterase positiva. A amostra foi colhida por sonda vesical de alívio e a urocultura está em andamento. Desta forma, o socorrista deve proceder com a seguinte terapêutica baseada na hipótese diagnóstica inicial:  (A) Como se trata de infecção do trato urinário (ITU), o socorrista deve introduzir aminoglicosídeo endovenoso, solicitar ultrassom de rins e vias urinárias, aguardando urocultura para adequar antibiótico via oral. (B) Como se trata de febre sem sinais localizatórios, o socorrista deve aguardar hemograma, PCR (proteína C reativa) para introduzir antibióticos confirmando sua conduta com o antibiograma. (C) Como se trata de febre sem sinais localizatórios, o socorrista deve checar o status vacinal do paciente e se duas doses de pneumococo e hemófilos deve aguardar urocultura para introdução de antibiótico, visto que o diagnóstico de ITU se faz com urocultura. (D) Como se trata de infecção do trato urinário (ITU), o socorrista deve introduzir amoxacilina com clavulanato de potássio via oral e retorno em 2 dias para resultado de urocultura e confirmar esquema antibiótico.",,A,prova_consorcio_sp1_teste_do_progresso_2020.pdf
